Age,Gender,Sleep_Duration,Stress_Level,Diet_Type,Daily_Screen_Time,Exercise_Frequency,Caffeine_Intake,Reaction_Time,Memory_Test_Score,Cognitive_Score,Stress_Exercise_Interaction
19,1,5.7,5,2,7.9,2,247,265.58,98,99.35,10
26,0,4.0,10,1,9.0,0,248,291.45,92,61.97,0
40,1,8.8,3,2,9.1,1,240,345.04,95,88.14,3
53,1,4.9,5,0,11.7,0,347,504.4,47,9.74,0
29,1,7.3,10,1,5.6,1,303,462.42,79,47.57,10
40,0,6.7,8,0,1.0,1,246,420.31,99,75.43,8
48,0,5.1,3,1,10.5,1,48,329.28,43,59.11,3
59,0,7.1,7,0,5.8,2,225,420.24,43,48.46,14
28,1,8.2,4,1,4.4,1,327,584.98,95,50.26,4
18,0,5.7,8,1,5.7,0,317,354.57,69,50.92,0
30,0,8.4,5,1,3.4,0,432,323.35,80,74.17,0
56,0,9.1,5,2,11.0,0,46,365.54,45,47.36,0
46,1,7.2,5,1,8.7,1,224,544.09,86,44.19,5
23,0,4.4,5,0,3.6,1,203,336.95,73,74.68,5
48,1,4.1,10,1,10.0,2,103,483.78,89,45.01,20
26,1,5.3,6,1,9.3,1,48,212.37,77,91.79,6
35,1,9.9,5,1,11.5,1,208,466.4,57,44.16,5
20,0,7.4,2,1,9.8,0,78,299.84,44,61.57,0
49,0,8.0,4,1,8.9,1,160,587.59,87,42.02,4
20,0,7.9,7,0,7.9,1,121,301.97,93,88.7,7
47,1,6.1,2,1,8.0,2,391,525.95,85,53.22,4
23,0,4.8,10,1,10.6,2,458,248.02,58,62.2,20
44,0,7.9,9,2,7.6,0,325,351.53,76,54.31,0
19,1,9.2,5,1,3.8,0,372,387.94,43,47.1,0
37,0,7.0,10,1,11.2,0,134,445.06,76,33.34,0
34,1,7.2,2,2,11.4,0,426,409.75,62,42.49,0
50,0,8.7,4,1,5.2,0,322,220.48,47,76.91,0
34,1,8.5,8,1,7.0,1,34,419.98,92,70.82,8
54,1,7.4,5,0,10.0,1,201,366.16,71,65.25,5
46,0,4.3,6,1,5.1,1,242,413.05,88,64.27,6
26,0,7.3,9,2,2.7,1,94,221.43,91,100.0,9
21,1,6.9,3,1,8.5,0,267,249.99,63,74.54,0
57,0,4.9,2,1,4.0,0,267,434.64,65,49.52,0
30,1,9.6,6,0,7.3,0,332,515.86,88,42.63,0
23,0,6.9,8,0,8.8,1,33,547.32,47,21.22,8
26,1,5.7,2,1,11.4,0,299,490.92,69,32.0,0
43,0,6.7,2,1,11.3,2,262,515.69,43,32.76,4
56,0,7.8,9,2,7.9,1,117,229.05,51,75.73,9
58,1,6.5,9,1,10.3,1,399,473.26,63,29.19,9
59,1,8.0,8,0,10.9,0,458,452.61,75,31.55,0
31,1,7.8,6,1,3.9,1,117,549.47,95,56.33,6
51,0,6.4,3,2,11.0,1,250,406.13,86,65.61,3
21,0,4.8,9,0,5.0,2,499,550.29,68,26.41,18
38,0,5.8,5,0,7.4,1,476,477.2,84,48.45,5
48,0,7.7,6,0,10.2,0,148,568.08,68,19.46,0
38,0,6.5,8,1,1.6,0,182,397.2,47,43.26,0
46,0,6.3,7,1,8.1,0,228,341.82,52,45.92,0
41,1,8.7,3,2,9.3,1,397,579.24,70,32.97,3
33,0,5.9,2,0,9.5,1,72,266.56,76,90.68,2
26,1,9.2,8,0,6.5,0,305,358.61,66,54.78,0
38,0,8.3,9,0,6.9,0,382,478.12,74,32.92,0
19,0,5.3,5,1,8.6,0,356,481.07,83,36.9,0
19,1,6.4,1,1,7.5,1,3,206.37,67,100.0,1
54,1,4.1,7,2,7.1,0,12,409.41,67,43.58,0
54,1,7.1,7,1,2.0,0,13,263.64,81,88.5,0
22,0,9.2,10,1,7.7,0,65,380.64,91,62.61,0
23,1,5.6,9,0,6.0,0,51,533.48,43,10.77,0
25,0,4.3,10,1,8.1,1,443,215.07,72,72.74,10
49,1,7.4,6,2,11.1,0,134,532.87,82,30.66,0
54,0,4.7,3,2,7.3,1,175,534.24,51,30.41,3
30,0,7.0,2,0,9.4,1,97,224.91,53,87.98,2
20,0,6.1,3,1,10.1,1,211,504.4,83,49.26,3
26,1,4.7,1,1,6.2,2,292,562.67,91,53.98,2
21,1,7.5,3,0,7.0,2,71,392.63,90,86.64,6
45,0,5.5,4,1,10.1,0,198,206.94,91,89.9,0
57,0,8.8,3,0,3.1,0,207,585.01,79,39.81,0
33,1,4.1,8,0,7.0,0,498,261.5,41,43.66,0
28,0,6.3,2,1,4.2,0,372,372.08,74,64.85,0
36,1,6.1,4,1,6.7,1,354,298.03,99,91.9,4
59,0,7.8,10,0,6.3,2,204,323.61,52,64.13,20
39,0,4.4,7,1,9.9,1,110,227.51,61,75.33,7
56,0,6.5,3,1,6.6,1,238,488.04,97,64.5,3
29,1,7.0,4,0,1.5,2,105,524.23,44,46.28,8
47,0,8.4,2,1,2.4,1,211,553.79,50,42.68,2
57,0,6.2,3,2,8.2,0,76,313.57,56,63.32,0
59,0,5.1,7,1,6.5,0,331,296.09,67,58.98,0
22,0,7.7,5,2,8.5,2,298,405.85,96,77.05,10
54,1,8.9,9,1,2.0,1,15,403.7,68,68.22,9
49,0,5.6,7,1,1.6,0,388,514.85,76,34.23,0
51,1,5.1,3,1,8.4,0,371,272.83,66,66.71,0
29,0,6.0,2,2,10.9,1,208,570.75,50,22.36,2
19,1,7.7,3,2,7.1,0,345,375.17,85,66.82,0
24,0,4.6,5,0,7.9,1,132,247.0,86,91.54,5
49,0,9.0,3,1,9.1,1,294,475.92,66,51.15,3
57,0,7.5,5,1,11.5,1,1,296.85,58,72.26,5
52,0,9.6,8,1,11.6,2,167,432.54,73,56.87,16
23,1,7.8,10,0,10.5,1,498,251.64,66,65.95,10
39,1,4.9,3,0,10.2,0,62,536.17,61,23.4,0
42,0,5.9,6,1,7.1,0,276,215.02,98,91.79,0
30,1,6.4,1,1,10.2,1,370,318.54,86,83.01,1
40,0,4.8,9,1,10.6,0,289,374.56,85,44.99,0
26,0,5.2,7,2,9.5,1,5,451.96,93,58.22,7
59,1,6.3,7,1,9.1,1,471,401.01,65,46.2,7
54,0,8.0,5,1,9.5,0,365,344.05,97,70.61,0
54,0,6.6,6,1,11.1,0,131,313.86,66,57.62,0
47,1,6.4,1,0,5.7,2,87,499.87,96,75.2,2
37,1,4.7,6,0,1.8,1,4,429.36,47,51.56,6
55,0,6.9,5,1,1.4,1,92,243.21,98,100.0,5
33,1,6.6,10,1,6.4,0,283,242.16,64,64.58,0
39,2,5.1,1,0,11.8,1,7,447.78,85,63.23,1
55,0,10.0,6,0,4.4,1,184,462.2,82,66.69,6
27,0,6.1,5,0,9.2,1,87,538.04,66,34.99,5
37,1,9.1,4,1,8.2,1,422,458.95,84,59.97,4
58,1,9.4,5,1,4.2,0,405,580.88,59,22.09,0
19,0,9.0,10,0,2.1,0,484,516.12,90,39.15,0
20,0,5.7,1,1,9.6,0,74,581.91,44,13.54,0
59,1,5.8,8,1,8.0,0,60,519.5,47,14.32,0
25,1,9.1,6,0,8.0,2,469,556.62,76,40.05,12
26,0,8.0,10,1,4.7,2,129,319.72,64,75.08,20
45,0,6.9,5,1,11.6,0,154,489.89,65,29.17,0
38,1,7.1,10,1,11.2,0,333,325.73,95,58.95,0
50,1,7.1,6,0,11.9,1,494,540.2,84,31.44,6
51,1,4.4,2,1,11.7,0,323,290.24,79,66.92,0
21,0,8.3,4,1,11.4,1,203,551.99,43,21.94,4
42,1,7.9,2,0,8.1,1,43,247.55,49,87.03,2
49,0,5.8,6,1,2.4,2,292,261.51,65,89.07,12
29,1,4.8,10,1,2.0,1,91,473.27,92,56.9,10
19,0,8.4,6,1,7.0,2,394,316.17,67,77.23,12
29,0,4.7,2,0,8.6,2,426,557.3,58,30.1,4
43,1,8.5,3,2,2.0,0,0,395.28,77,75.62,0
38,1,8.2,9,1,2.1,0,452,323.6,55,54.78,0
54,1,4.9,1,1,7.4,1,267,241.62,55,83.59,1
53,0,7.7,7,1,9.2,0,315,298.45,68,60.56,0
35,1,7.7,8,1,3.7,0,354,392.54,99,65.85,0
41,2,7.2,1,1,11.1,2,159,397.88,80,76.26,2
47,0,6.1,7,1,5.7,2,338,242.49,82,93.48,14
34,1,8.3,5,1,2.6,2,289,523.06,96,67.74,10
33,1,9.7,10,0,10.9,1,210,348.67,69,60.24,10
59,0,4.1,1,1,10.5,2,413,202.89,72,94.38,2
34,0,7.4,2,0,10.7,0,186,266.08,76,79.68,0
29,0,7.1,5,0,6.5,1,32,532.87,70,45.0,5
44,1,6.4,9,1,3.0,0,212,554.94,48,12.57,0
21,0,8.2,2,0,10.7,0,335,230.65,57,74.71,0
52,1,9.0,9,1,7.0,1,388,322.41,85,75.5,9
18,1,5.2,7,1,5.6,1,265,482.16,60,37.34,7
29,1,6.8,6,1,4.3,0,498,406.42,72,48.45,0
46,0,4.6,4,1,7.0,2,334,431.58,80,62.09,8
25,0,8.6,8,1,6.1,1,383,337.15,92,79.2,8
25,0,9.8,9,0,3.8,2,49,539.99,83,56.42,18
29,0,9.8,6,1,4.8,2,314,362.08,74,80.77,12
53,0,4.4,5,0,9.0,0,453,563.36,45,0.0,0
51,1,9.9,2,1,6.9,0,450,462.24,75,51.91,0
53,1,6.8,10,1,9.5,0,461,330.46,40,30.05,0
21,1,7.7,6,0,8.5,1,359,270.72,65,75.85,6
28,0,6.8,2,1,2.3,0,84,334.62,97,92.2,0
20,0,8.6,1,1,7.8,1,467,411.41,80,70.59,1
27,1,6.6,9,1,7.6,2,479,236.44,44,66.81,18
29,1,5.2,10,1,5.0,0,33,274.28,58,60.53,0
26,0,10.0,8,1,3.9,0,173,460.52,76,50.94,0
38,0,9.4,5,1,8.8,1,92,221.77,49,86.3,5
51,0,4.1,4,1,8.7,0,176,496.13,70,30.94,0
39,0,7.1,6,1,9.8,0,217,499.28,40,14.95,0
35,1,9.1,4,1,9.0,1,389,225.09,79,95.9,4
23,2,5.0,7,1,10.3,0,450,253.62,69,58.78,0
42,0,9.6,8,0,11.9,1,293,266.12,64,72.14,8
32,1,6.8,7,2,6.3,0,362,445.06,66,36.73,0
18,0,6.0,10,0,10.9,0,369,285.88,71,51.12,0
57,1,9.4,8,1,11.2,1,102,511.6,64,35.69,8
35,0,7.1,8,0,3.4,1,413,258.65,95,94.23,8
48,1,5.0,3,1,6.0,2,63,529.23,93,62.04,6
37,1,5.2,5,1,5.6,1,113,262.99,88,94.91,5
42,1,8.7,4,2,7.1,0,269,403.6,67,54.6,0
50,1,4.7,5,1,11.0,1,209,217.02,59,77.05,5
27,1,9.5,6,1,9.6,1,191,396.81,60,57.64,6
46,1,9.3,3,0,10.4,0,308,467.43,75,45.43,0
36,0,5.1,5,1,7.6,1,468,276.04,79,77.93,5
45,1,8.9,8,1,1.2,0,180,262.62,71,83.13,0
44,0,5.1,8,1,1.8,1,245,274.9,67,79.28,8
36,1,5.1,1,1,1.7,1,419,268.2,75,95.07,1
48,1,4.1,10,1,5.5,0,82,409.81,41,25.51,0
52,0,4.1,2,2,5.7,0,228,573.29,50,15.54,0
31,0,8.9,10,0,6.6,1,294,393.77,96,69.39,10
23,0,7.4,6,1,6.3,0,463,510.93,82,34.93,0
26,0,7.2,6,0,2.9,1,178,577.68,65,35.71,6
58,1,8.0,5,2,2.1,1,78,364.3,64,77.57,5
44,0,9.7,10,1,11.1,1,382,364.0,55,46.94,10
34,0,7.8,8,1,1.5,0,133,296.09,73,76.84,0
53,1,6.8,4,1,4.5,1,460,328.28,59,69.44,4
21,1,7.1,10,0,2.3,0,30,428.91,55,41.16,0
41,0,7.9,1,1,2.5,2,321,399.25,53,73.59,2
33,0,6.2,10,1,3.4,0,420,328.05,95,66.72,0
34,1,6.6,5,1,6.0,0,26,256.9,46,68.86,0
20,1,4.6,7,1,5.8,0,183,278.03,51,57.0,0
56,1,6.7,6,1,2.7,1,211,396.37,99,81.57,6
54,0,9.9,8,1,10.6,1,330,207.71,42,72.68,8
20,0,5.5,3,0,11.4,0,15,463.65,46,28.33,0
58,1,6.7,7,0,6.0,1,297,240.59,47,72.86,7
52,0,8.4,1,2,4.6,1,372,563.39,59,41.06,1
20,1,5.4,3,0,11.9,1,19,321.22,75,75.53,3
33,0,9.8,1,1,11.1,1,331,204.66,70,100.0,1
37,1,8.5,9,1,5.2,2,232,476.35,68,51.17,18
23,1,8.9,1,1,3.8,1,330,487.53,56,55.24,1
50,0,7.0,3,1,2.1,1,308,381.75,50,65.06,3
44,0,5.6,2,0,10.7,0,248,349.64,87,66.42,0
47,0,9.1,3,1,7.1,0,368,270.75,90,89.07,0
52,1,7.9,8,1,6.3,1,254,528.68,54,29.16,8
35,0,9.6,1,2,1.2,2,7,496.32,78,81.54,2
47,1,4.9,4,2,6.1,1,472,264.2,70,79.18,4
43,0,7.1,2,2,4.5,1,300,372.1,69,74.93,2
32,1,6.9,10,1,10.1,2,464,290.97,46,53.87,20
49,1,5.8,4,0,5.1,0,381,490.92,72,37.51,0
52,0,6.6,2,1,9.8,0,68,525.23,42,21.6,0
29,0,4.6,4,0,6.0,0,307,526.77,98,42.26,0
38,0,8.7,2,0,10.9,0,172,240.24,69,83.07,0
29,0,6.9,2,1,4.0,0,196,290.44,90,91.47,0
18,0,4.1,10,2,1.8,0,194,598.78,82,17.82,0
28,0,6.2,2,1,9.7,1,84,414.23,41,48.63,2
42,1,8.0,6,1,3.6,0,38,396.08,81,67.33,0
26,1,7.4,8,2,9.2,1,318,401.53,95,64.22,8
56,0,7.8,2,1,9.3,0,367,460.35,58,37.58,0
44,0,5.4,2,1,9.7,1,146,320.76,43,62.37,2
46,0,8.5,8,0,10.0,1,278,396.79,53,45.81,8
44,0,8.1,8,0,11.0,0,298,486.3,71,27.19,0
45,0,7.2,8,2,3.7,1,319,456.58,85,57.87,8
56,1,9.7,2,1,6.5,0,367,409.74,65,57.52,0
35,1,9.8,4,1,10.5,0,428,364.99,98,70.46,0
32,1,5.4,7,1,3.7,1,118,306.45,68,76.82,7
33,1,7.9,10,1,7.9,0,188,347.32,93,63.8,0
40,0,6.4,6,1,10.3,0,341,446.05,56,27.19,0
47,0,6.4,6,1,8.6,0,109,591.92,78,21.07,0
53,0,7.3,7,1,2.5,1,226,589.39,63,30.6,7
52,0,4.0,4,1,4.4,1,465,485.43,61,38.69,4
45,1,6.1,4,1,2.6,0,369,419.87,70,52.94,0
20,0,8.1,10,1,11.7,0,403,281.5,62,49.67,0
33,0,9.3,1,1,1.2,0,437,568.47,71,41.82,0
32,0,7.3,5,0,2.5,1,77,586.27,85,49.1,5
36,0,5.7,8,0,11.5,0,347,278.65,62,50.77,0
27,2,7.3,8,1,7.9,2,287,272.19,48,69.64,16
21,2,4.9,10,1,10.9,0,411,462.08,98,32.22,0
39,0,4.8,5,1,4.2,2,223,211.87,93,100.0,10
35,0,8.1,7,0,4.7,1,421,533.04,47,26.39,7
39,1,4.6,2,2,8.3,1,176,496.86,69,45.92,2
59,0,8.7,4,0,9.4,0,129,358.9,86,70.9,0
33,0,6.7,3,0,5.6,2,87,519.09,49,45.24,6
20,0,9.3,6,0,10.8,1,360,409.12,73,56.51,6
52,1,5.6,8,1,8.4,0,262,381.08,62,39.85,0
58,0,6.0,8,0,4.1,1,210,556.5,76,35.9,8
56,1,9.6,5,1,1.6,2,324,502.13,62,57.63,10
33,0,4.1,1,1,3.2,1,389,295.33,94,96.4,1
38,1,6.6,3,1,1.7,1,185,552.33,75,51.4,3
38,2,7.4,1,0,11.3,1,126,336.61,73,78.73,1
18,1,7.8,9,1,2.5,2,69,338.53,45,68.55,18
47,0,7.0,8,0,3.6,2,28,472.37,49,47.81,16
51,2,7.8,6,0,4.9,0,367,214.61,50,73.14,0
56,0,6.7,5,1,10.5,0,159,294.98,43,51.81,0
40,0,6.8,7,1,2.0,1,424,485.5,52,38.2,7
51,1,7.7,5,1,2.1,1,166,530.99,76,53.43,5
47,0,5.3,8,0,7.4,0,340,577.76,51,0.91,0
50,1,8.5,7,1,8.9,2,302,372.19,82,72.58,14
33,0,8.6,5,1,7.6,2,433,547.27,54,32.93,10
58,0,5.6,2,1,3.2,0,250,568.59,42,18.64,0
47,1,4.2,7,2,5.3,1,460,445.32,43,29.53,7
20,0,6.9,10,0,1.2,0,190,234.16,56,72.17,0
19,0,7.3,1,1,6.7,1,431,482.5,86,61.51,1
43,1,9.3,1,0,1.9,0,456,506.97,41,35.64,0
35,0,6.7,9,1,7.4,2,10,521.16,48,31.24,18
19,0,5.1,8,1,4.4,1,455,255.51,97,89.42,8
57,1,7.0,8,1,2.8,0,465,550.42,50,12.76,0
20,1,9.8,10,0,8.9,2,256,250.0,62,80.46,20
34,0,8.7,1,1,11.7,0,183,421.26,92,64.98,0
41,1,8.7,7,0,11.4,0,66,320.88,69,61.0,0
19,1,9.8,9,1,6.4,1,136,225.23,68,90.74,9
23,1,6.3,5,2,9.9,1,200,475.11,45,32.06,5
57,0,9.4,7,1,11.1,1,333,491.17,86,47.63,7
43,1,4.5,1,1,8.1,1,186,316.6,94,90.36,1
23,1,5.9,7,2,3.7,1,447,232.04,49,74.14,7
29,0,8.7,2,1,3.9,0,453,551.53,44,23.57,0
38,0,5.4,7,1,11.7,0,282,334.77,68,46.82,0
33,1,7.5,6,1,6.9,1,59,541.5,61,36.72,6
23,1,7.3,2,1,7.8,0,21,288.76,48,69.35,0
51,0,8.4,9,0,1.0,1,104,417.65,86,73.61,9
20,1,4.7,5,2,11.1,0,468,225.67,72,66.78,0
58,0,8.2,5,1,1.2,0,155,508.07,62,42.82,0
36,1,7.7,2,0,6.8,1,416,477.93,86,61.22,2
46,1,6.5,9,0,8.0,2,284,443.28,66,46.44,18
49,0,4.6,6,2,8.2,2,40,507.57,92,55.51,12
27,1,4.7,6,0,6.2,2,269,542.6,70,37.29,12
44,0,9.6,4,0,5.0,1,473,331.96,57,72.41,4
46,1,4.3,6,1,9.4,2,310,571.16,69,25.61,12
30,1,7.0,10,2,1.7,1,457,508.73,42,23.52,10
37,0,5.2,7,1,3.2,2,497,250.87,51,75.35,14
45,1,6.1,7,1,7.8,1,240,255.64,52,70.09,7
44,0,10.0,1,1,2.1,2,481,284.69,61,98.28,2
30,1,5.9,7,1,5.5,2,98,388.78,95,80.29,14
42,0,6.6,4,0,3.9,1,179,350.2,43,63.9,4
46,1,9.0,5,1,8.0,0,138,237.92,93,95.09,0
32,0,5.1,4,1,7.7,0,450,575.48,81,21.24,0
47,0,6.0,4,2,11.2,2,97,237.96,85,98.1,8
55,1,8.4,10,2,9.7,2,73,267.89,96,94.14,20
49,0,7.3,2,1,9.2,1,330,314.15,60,72.84,2
24,0,9.1,6,1,1.8,1,348,308.13,98,99.19,6
52,0,4.9,8,0,8.0,2,84,200.58,63,88.19,16
50,0,7.0,2,1,5.3,2,53,486.61,97,78.39,4
29,0,9.9,6,1,11.1,0,107,375.47,41,41.93,0
40,1,6.8,10,0,9.9,0,404,584.13,78,7.31,0
22,1,5.5,1,1,10.5,0,93,234.59,59,76.79,0
48,1,9.6,1,0,4.9,0,137,555.45,99,59.04,0
33,0,9.7,2,1,9.9,0,255,397.11,73,60.77,0
50,1,9.0,1,1,4.8,0,169,253.5,45,80.67,0
18,2,5.4,6,0,3.0,2,249,393.32,73,70.27,12
39,1,4.8,9,1,1.3,0,88,329.88,50,52.91,0
45,0,4.7,9,1,3.7,1,34,496.41,50,32.43,9
22,1,6.1,1,0,8.3,1,477,494.35,42,31.82,1
21,1,9.7,9,1,11.7,1,258,330.53,90,73.6,9
18,1,6.6,1,1,11.1,2,102,413.06,63,65.17,2
32,0,9.8,1,1,7.8,0,83,285.34,78,90.68,0
54,1,6.0,6,1,2.1,2,375,256.1,83,98.17,12
56,1,5.2,5,1,1.4,2,342,418.7,75,69.18,10
55,1,4.6,1,1,5.4,1,384,517.36,97,58.69,1
41,0,8.1,4,1,10.7,0,65,339.61,69,63.75,0
40,1,6.5,10,1,10.5,1,403,361.44,53,40.45,10
24,0,8.7,8,1,5.0,0,452,522.66,40,12.75,0
48,0,7.9,3,1,5.5,0,243,483.33,40,31.14,0
24,2,6.5,7,1,8.1,1,369,403.75,50,42.18,7
30,0,8.2,9,0,8.9,1,115,445.44,56,41.51,9
21,1,7.3,7,0,5.1,2,165,295.83,54,77.34,14
35,0,4.8,3,1,5.5,0,285,409.58,73,52.89,0
57,1,8.3,8,0,3.3,1,79,569.99,42,25.07,8
36,1,4.2,6,0,9.9,2,130,262.75,88,89.16,12
33,1,6.8,6,0,7.8,2,430,449.69,51,41.85,12
35,0,7.3,3,1,10.6,1,111,472.37,41,37.25,3
33,0,9.1,2,1,12.0,0,248,508.59,46,24.48,0
48,1,7.0,5,1,10.9,1,243,573.51,89,36.71,5
42,1,7.3,5,1,2.2,0,311,388.19,44,47.38,0
19,1,6.9,3,0,8.8,0,477,558.27,68,21.01,0
45,0,7.5,10,1,3.5,0,304,214.79,63,74.37,0
33,1,8.0,4,1,4.2,2,45,478.24,61,61.59,8
53,0,4.9,6,1,8.1,0,189,292.72,97,76.58,0
57,0,8.8,4,1,5.5,0,237,565.83,61,27.8,0
52,1,6.4,3,0,5.6,0,266,426.37,57,45.52,0
41,1,5.1,2,1,2.1,0,51,292.64,45,70.76,0
52,1,8.4,1,1,1.9,2,85,524.3,67,66.37,2
47,1,8.4,6,1,5.4,1,223,580.92,76,38.42,6
54,0,7.1,9,0,2.2,1,477,491.83,48,30.39,9
28,0,5.8,3,0,10.9,2,164,215.57,81,100.0,6
51,0,7.9,1,1,9.0,0,197,506.71,63,38.41,0
55,1,7.5,4,0,7.1,1,92,508.29,70,49.79,4
56,0,7.8,8,1,9.7,1,145,300.68,76,75.04,8
41,0,8.5,5,0,8.3,1,338,317.82,62,70.82,5
46,1,7.6,6,2,11.4,1,138,263.39,80,84.44,6
21,0,5.1,9,0,1.9,0,409,263.87,99,81.69,0
58,0,4.2,3,0,11.0,1,449,215.32,59,75.53,3
47,0,4.6,2,1,11.6,1,212,509.13,97,52.2,2
31,0,8.2,10,0,2.6,2,416,273.85,73,85.04,20
41,0,9.1,10,1,6.7,1,89,389.38,65,58.97,10
55,1,4.0,1,0,6.5,2,395,359.64,49,62.91,2
51,1,6.3,3,1,5.1,0,451,474.9,98,54.78,0
53,1,8.0,9,1,8.5,0,476,599.36,75,8.34,0
32,1,9.3,2,1,5.3,1,382,432.68,86,74.9,2
52,0,4.3,8,1,7.0,1,35,334.42,71,66.16,8
46,0,7.9,10,1,10.3,2,32,200.62,72,92.27,20
53,1,6.7,3,1,6.2,0,331,416.9,80,57.0,0
21,0,4.6,6,1,5.5,0,358,594.3,83,19.24,0
32,1,8.8,3,1,5.8,0,199,248.69,83,93.97,0
28,0,8.2,10,1,5.1,0,103,579.64,88,29.08,0
32,0,4.9,7,1,7.1,1,239,539.54,87,38.95,7
38,0,8.8,8,1,7.9,1,352,483.28,75,44.66,8
52,0,9.5,1,1,1.3,1,398,353.25,66,86.22,1
40,1,5.1,8,1,2.1,0,253,389.05,76,54.15,0
27,1,7.5,9,1,7.4,1,49,553.37,95,45.19,9
21,0,5.2,10,0,2.3,1,64,484.71,53,36.38,10
42,0,6.4,2,1,6.8,0,448,568.27,93,36.43,0
19,0,4.4,2,0,9.9,2,83,335.49,55,69.88,4
55,0,8.8,9,1,6.3,2,106,392.61,47,56.1,18
36,0,4.1,10,0,11.1,1,412,368.25,75,44.44,10
41,1,8.7,1,1,8.6,1,70,594.51,81,47.52,1
25,1,4.4,6,1,3.1,0,165,216.81,88,91.72,0
23,1,7.7,5,0,2.9,0,420,264.03,81,84.15,0
37,0,7.7,9,1,7.9,0,354,361.32,42,34.25,0
31,0,7.3,3,1,9.3,1,361,552.8,77,38.8,3
57,0,4.7,4,1,5.2,2,287,373.65,77,74.09,8
23,1,10.0,6,1,12.0,0,329,250.58,45,59.16,0
29,0,9.2,4,0,2.4,1,115,273.41,42,84.93,4
58,0,6.1,9,2,11.7,0,182,592.74,83,10.72,0
24,1,7.0,1,0,5.5,1,227,366.94,61,73.55,1
47,0,6.9,8,1,6.1,0,263,578.99,98,30.89,0
33,0,6.5,10,1,6.9,0,0,444.01,57,32.15,0
25,0,8.9,9,2,6.4,1,497,581.83,98,37.29,9
31,0,7.3,10,1,5.8,2,107,423.42,77,61.69,20
37,0,6.0,1,1,2.0,0,58,286.12,49,77.65,0
45,1,9.3,1,1,3.3,0,47,201.25,66,100.0,0
23,0,8.2,1,0,6.9,1,397,318.85,81,88.47,1
47,1,9.4,3,2,3.5,0,414,467.1,60,46.42,0
21,1,8.6,1,1,3.5,0,92,283.23,56,83.9,0
53,0,4.1,5,0,10.5,1,182,595.17,45,7.12,5
20,0,9.8,4,0,8.9,1,192,593.79,98,49.45,4
27,1,8.0,1,1,1.9,1,281,593.37,72,47.64,1
55,1,5.5,1,0,11.4,0,224,476.05,80,43.08,0
44,0,6.4,2,1,9.0,2,261,236.15,54,87.72,4
35,0,7.9,7,1,11.7,0,72,277.39,90,76.58,0
28,1,4.4,8,1,9.0,0,98,466.68,48,18.56,0
53,0,6.7,9,1,3.6,1,490,392.98,78,58.7,9
57,0,8.2,8,2,8.7,2,349,284.9,99,92.39,16
52,1,4.5,3,1,8.2,2,443,486.68,82,51.73,6
30,0,4.7,7,1,4.9,1,238,334.14,44,54.6,7
40,1,8.7,6,1,5.0,2,234,501.28,50,44.67,12
26,1,7.7,8,2,2.2,0,322,503.22,77,39.29,0
21,1,8.3,5,0,5.3,0,401,285.49,55,65.55,0
57,0,8.1,6,0,8.9,1,101,326.85,63,70.86,6
48,1,7.4,2,1,11.3,1,381,258.72,89,92.61,2
20,0,4.2,8,0,11.7,0,265,357.88,44,26.9,0
53,1,6.6,4,1,3.8,1,272,429.4,66,60.49,4
34,1,6.0,1,0,2.0,2,249,306.66,70,95.91,2
33,1,9.4,1,1,8.9,2,425,457.16,63,60.26,2
56,1,6.9,9,1,1.3,1,150,516.4,73,46.28,9
19,2,8.6,8,1,6.0,2,300,236.53,83,98.28,16
22,1,5.6,9,0,2.1,1,445,376.86,92,69.34,9
50,0,8.4,6,1,8.1,1,192,514.13,56,36.12,6
30,0,5.8,9,1,9.5,1,79,327.12,89,72.75,9
29,0,5.0,9,2,1.1,2,35,453.6,68,58.05,18
36,0,9.2,10,0,9.6,1,136,492.01,58,33.28,10
39,0,7.6,2,1,6.6,1,102,342.06,69,81.75,2
57,1,6.8,7,1,5.0,0,390,413.73,97,58.84,0
25,0,8.4,2,0,9.0,2,113,259.35,93,100.0,4
21,1,9.7,1,1,11.4,0,14,520.29,59,37.81,0
24,0,9.0,6,1,9.8,1,62,216.24,56,87.02,6
39,0,4.1,2,1,1.5,0,337,582.91,91,38.56,0
35,0,7.4,8,2,11.2,1,197,505.95,70,33.74,8
23,0,4.2,4,2,9.3,0,14,418.64,71,46.9,0
21,1,6.8,8,2,11.2,0,422,284.27,48,43.98,0
58,0,7.0,4,1,5.0,2,251,263.45,81,100.0,8
29,0,5.0,7,0,3.1,1,99,281.35,66,80.48,7
54,2,9.2,2,1,11.1,1,34,412.89,85,75.76,2
19,1,5.8,1,0,6.5,0,305,288.13,78,79.73,0
20,0,5.2,8,0,3.3,1,49,235.35,58,83.24,8
38,0,5.3,3,1,5.2,1,53,433.19,90,73.54,3
56,1,4.6,4,0,1.6,1,183,534.28,55,38.59,4
30,0,7.6,4,0,6.3,2,353,503.9,67,50.21,8
31,1,9.0,7,0,8.5,0,327,379.41,43,37.97,0
47,1,8.1,8,1,3.1,1,377,565.39,80,38.78,8
35,0,5.8,10,1,9.7,1,129,300.97,79,68.81,10
30,1,6.6,4,2,5.2,1,478,373.79,84,72.54,4
31,0,6.0,10,1,9.4,2,267,409.85,72,50.25,20
58,1,9.4,9,1,2.4,0,46,202.48,85,100.0,0
